incident_id,date,time,datetime,latitude,longitude,force_type,incident_type,subject_age,subject_race,subject_gender,officer_age,officer_gender,officer_years_experience,weapon_present,injury_level,body_camera_on
UOF-00864,2022-05-28,07:35:00,2022-05-28 07:35:00,30.355999,-97.604601,Hands-On,Pursuit,28,White,Male,42,Male,2,Yes,Minor,Yes
UOF-03706,2022-05-28,11:53:00,2022-05-28 11:53:00,30.319425,-97.610527,Taser,Disturbance Call,40,Hispanic,Male,31,Male,6,Yes,None,Yes
UOF-02769,2022-05-28,16:06:00,2022-05-28 16:06:00,30.384188,-97.753202,Hands-On,Traffic Stop,50,White,Male,60,Male,13,Yes,Minor,Yes
UOF-02700,2022-05-28,20:45:00,2022-05-28 20:45:00,30.29415,-97.836736,Hands-On,Suspicious Activity,38,Hispanic,Male,45,Male,5,Yes,Minor,Yes
UOF-00391,2022-05-28,20:53:00,2022-05-28 20:53:00,30.279594,-97.768186,Hands-On,Disturbance Call,27,Hispanic,Male,33,Male,1,No,Minor,Yes
UOF-03876,2022-05-28,21:39:00,2022-05-28 21:39:00,30.296258,-97.84653,Firearm,Domestic Violence,40,Hispanic,Male,28,Male,8,Yes,None,Yes
UOF-00486,2022-05-29,20:01:00,2022-05-29 20:01:00,30.186523,-97.775226,Hands-On,Suspicious Activity,70,Black,Male,33,Male,4,Yes,Minor,Yes
UOF-02963,2022-05-30,08:16:00,2022-05-30 08:16:00,30.364448,-97.692533,Hands-On,Disturbance Call,32,White,Female,31,Male,3,No,None,Yes
UOF-03199,2022-05-30,10:49:00,2022-05-30 10:49:00,30.335885,-97.731813,Taser,Mental Health Crisis,29,Hispanic,Male,26,Male,9,No,Minor,Yes
UOF-02521,2022-05-30,14:15:00,2022-05-30 14:15:00,30.248681,-97.84167,Taser,Mental Health Crisis,52,White,Male,29,Male,5,No,Moderate,Yes
UOF-03539,2022-05-30,19:17:00,2022-05-30 19:17:00,30.298011,-97.747694,Taser,Domestic Violence,50,Black,Male,33,Female,11,Yes,None,Yes
UOF-04737,2022-05-30,19:41:00,2022-05-30 19:41:00,30.243126,-97.722497,Hands-On,Mental Health Crisis,34,White,Female,27,Male,7,No,Severe,Yes
UOF-01932,2022-05-30,19:56:00,2022-05-30 19:56:00,30.386897,-97.721043,Taser,Warrant Service,42,Black,Female,42,Male,3,Yes,None,Yes
UOF-04110,2022-05-30,20:10:00,2022-05-30 20:10:00,30.367386,-97.785904,Hands-On,Suspicious Activity,18,Other,Male,41,Female,12,Yes,Fatal,Yes
UOF-02982,2022-05-30,21:27:00,2022-05-30 21:27:00,30.206408,-97.724236,Hands-On,Traffic Stop,39,White,Male,49,Male,19,No,Severe,Yes
UOF-01306,2022-05-31,05:55:00,2022-05-31 05:55:00,30.244322,-97.745176,Chemical Spray,Suspicious Activity,29,White,Male,44,Male,11,Yes,None,No
UOF-01131,2022-05-31,11:10:00,2022-05-31 11:10:00,30.276225,-97.723549,Hands-On,Suspicious Activity,38,Black,Female,46,Male,6,Yes,None,No
UOF-02691,2022-06-01,19:16:00,2022-06-01 19:16:00,30.310558,-97.687224,K-9,Domestic Violence,63,Black,Female,52,Male,15,Yes,Minor,Yes
UOF-02517,2022-06-01,19:50:00,2022-06-01 19:50:00,30.336879,-97.663147,Hands-On,Warrant Service,35,Black,Male,34,Male,2,No,None,Yes
UOF-01471,2022-06-02,08:08:00,2022-06-02 08:08:00,30.296141,-97.640435,Chemical Spray,Pursuit,42,Black,Male,38,Male,8,No,None,No
UOF-00646,2022-06-02,19:56:00,2022-06-02 19:56:00,30.185183,-97.762001,Hands-On,Domestic Violence,49,Black,Female,28,Male,4,Yes,Minor,Yes
UOF-00483,2022-06-03,12:42:00,2022-06-03 12:42:00,30.281912,-97.707464,Taser,Disturbance Call,25,Asian,Female,33,Male,12,No,None,Yes
UOF-01705,2022-06-04,12:59:00,2022-06-04 12:59:00,30.369233,-97.700427,Chemical Spray,Suspicious Activity,40,Hispanic,Male,43,Male,6,Yes,None,Yes
UOF-01067,2022-06-04,14:43:00,2022-06-04 14:43:00,30.303385,-97.707362,Hands-On,Disturbance Call,48,Other,Male,25,Male,2,No,Minor,Yes
UOF-01416,2022-06-04,17:13:00,2022-06-04 17:13:00,30.235828,-97.74081,Taser,Suspicious Activity,38,White,Female,37,Male,12,No,Moderate,Yes
UOF-02330,2022-06-04,17:52:00,2022-06-04 17:52:00,30.323814,-97.825696,Hands-On,Mental Health Crisis,55,Black,Male,49,Female,2,No,None,Yes
UOF-02891,2022-06-05,01:10:00,2022-06-05 01:10:00,30.300969,-97.707081,Hands-On,Domestic Violence,47,Other,Male,35,Male,17,No,Minor,Yes
UOF-03616,2022-06-05,08:40:00,2022-06-05 08:40:00,30.286176,-97.71281,Hands-On,Traffic Stop,44,Hispanic,Male,40,Male,11,No,Minor,Yes
UOF-02178,2022-06-05,20:55:00,2022-06-05 20:55:00,30.191678,-97.695243,Firearm,Traffic Stop,32,Asian,Male,42,Male,6,Yes,Minor,Yes
UOF-03137,2022-06-05,21:45:00,2022-06-05 21:45:00,30.368264,-97.628294,Firearm,Disturbance Call,35,Hispanic,Male,38,Male,7,Yes,None,Yes
UOF-01538,2022-06-06,12:02:00,2022-06-06 12:02:00,30.159976,-97.742331,Baton,Traffic Stop,37,Black,Female,42,Male,6,No,None,Yes
UOF-02535,2022-06-06,13:21:00,2022-06-06 13:21:00,30.27719,-97.813303,Hands-On,Disturbance Call,36,Black,Female,40,Male,9,No,Severe,Yes
UOF-01440,2022-06-06,13:32:00,2022-06-06 13:32:00,30.239312,-97.718053,Hands-On,Domestic Violence,55,Hispanic,Male,35,Female,27,Yes,Moderate,Yes
UOF-04120,2022-06-06,16:15:00,2022-06-06 16:15:00,30.258067,-97.835632,Chemical Spray,Traffic Stop,32,Asian,Female,42,Male,9,No,None,Yes
UOF-03046,2022-06-06,19:37:00,2022-06-06 19:37:00,30.268403,-97.84374,Taser,Mental Health Crisis,36,White,Male,31,Male,10,No,Minor,Yes
UOF-04998,2022-06-06,20:16:00,2022-06-06 20:16:00,30.283972,-97.752787,Chemical Spray,Suspicious Activity,26,Black,Female,34,Male,3,No,Moderate,Yes
UOF-01170,2022-06-06,22:42:00,2022-06-06 22:42:00,30.300723,-97.688162,Chemical Spray,Mental Health Crisis,25,Hispanic,Male,38,Male,4,No,None,No
UOF-02586,2022-06-07,11:47:00,2022-06-07 11:47:00,30.216813,-97.76512,Hands-On,Traffic Stop,37,White,Male,46,Male,8,Yes,None,Yes
UOF-03637,2022-06-07,16:30:00,2022-06-07 16:30:00,30.334271,-97.633372,Chemical Spray,Disturbance Call,52,White,Female,49,Male,8,No,Severe,Yes
UOF-03405,2022-06-07,21:15:00,2022-06-07 21:15:00,30.270537,-97.786207,Hands-On,Pursuit,38,Hispanic,Male,38,Male,24,No,Moderate,Yes
UOF-01225,2022-06-07,23:13:00,2022-06-07 23:13:00,30.266759,-97.68949,K-9,Traffic Stop,35,White,Female,31,Male,7,Yes,Minor,Yes
UOF-04141,2022-06-08,18:31:00,2022-06-08 18:31:00,30.291927,-97.830023,Hands-On,Mental Health Crisis,59,Hispanic,Female,53,Female,12,No,None,Yes
UOF-02516,2022-06-08,18:34:00,2022-06-08 18:34:00,30.334674,-97.768942,Hands-On,Disturbance Call,48,Black,Female,47,Female,6,No,Minor,Yes
UOF-03146,2022-06-08,19:04:00,2022-06-08 19:04:00,30.3264,-97.709926,Taser,Pursuit,48,Hispanic,Female,29,Male,1,No,None,Yes
UOF-03717,2022-06-08,20:49:00,2022-06-08 20:49:00,30.322835,-97.689549,Hands-On,Domestic Violence,33,Black,Male,38,Male,5,No,Minor,Yes
UOF-03607,2022-06-08,20:57:00,2022-06-08 20:57:00,30.345388,-97.73756,Firearm,Domestic Violence,46,Black,Female,41,Male,6,Yes,Minor,Yes
UOF-04344,2022-06-08,21:12:00,2022-06-08 21:12:00,30.259394,-97.738466,Hands-On,Disturbance Call,35,White,Male,26,Male,9,Yes,Minor,Yes
UOF-02255,2022-06-08,21:48:00,2022-06-08 21:48:00,30.28941,-97.860163,Hands-On,Domestic Violence,28,Black,Female,42,Male,19,Yes,None,Yes
UOF-04515,2022-06-09,08:23:00,2022-06-09 08:23:00,30.25411,-97.754698,Baton,Disturbance Call,41,White,Male,44,Male,24,No,None,Yes
UOF-00125,2022-06-09,09:09:00,2022-06-09 09:09:00,30.29673,-97.82952,Baton,Disturbance Call,39,Black,Male,43,Male,15,No,Minor,Yes
UOF-01022,2022-06-09,12:23:00,2022-06-09 12:23:00,30.236717,-97.728815,Hands-On,Disturbance Call,35,Hispanic,Male,43,Male,3,No,Minor,No
UOF-01155,2022-06-09,13:20:00,2022-06-09 13:20:00,30.304932,-97.777042,Hands-On,Warrant Service,51,Hispanic,Female,32,Male,13,Yes,None,Yes
UOF-01500,2022-06-09,17:56:00,2022-06-09 17:56:00,30.340652,-97.637944,Hands-On,Disturbance Call,50,Asian,Female,30,Female,3,No,None,Yes
UOF-00409,2022-06-09,20:05:00,2022-06-09 20:05:00,30.326078,-97.822989,Hands-On,Domestic Violence,53,Asian,Female,48,Male,10,Yes,Minor,Yes
UOF-00803,2022-06-09,20:28:00,2022-06-09 20:28:00,30.293154,-97.650048,Baton,Warrant Service,36,Other,Male,29,Male,10,No,None,Yes
UOF-04572,2022-06-09,21:15:00,2022-06-09 21:15:00,30.343871,-97.75135,Baton,Traffic Stop,39,Other,Female,33,Male,7,No,None,Yes
UOF-02813,2022-06-10,08:36:00,2022-06-10 08:36:00,30.270412,-97.743463,Hands-On,Mental Health Crisis,18,Black,Female,32,Male,4,No,None,Yes
UOF-04675,2022-06-10,11:17:00,2022-06-10 11:17:00,30.281005,-97.847585,Hands-On,Traffic Stop,62,Black,Male,45,Male,18,Yes,None,Yes
UOF-04520,2022-06-10,21:17:00,2022-06-10 21:17:00,30.218895,-97.736186,Chemical Spray,Disturbance Call,33,White,Female,28,Female,11,Yes,None,No
UOF-03998,2022-06-11,05:28:00,2022-06-11 05:28:00,30.406773,-97.702861,Chemical Spray,Suspicious Activity,43,Black,Male,29,Male,5,No,None,Yes
UOF-01251,2022-06-11,15:57:00,2022-06-11 15:57:00,30.191704,-97.721726,Hands-On,Traffic Stop,54,White,Male,41,Male,12,No,Severe,Yes
UOF-03432,2022-06-11,17:34:00,2022-06-11 17:34:00,30.228192,-97.734416,Baton,Disturbance Call,52,White,Male,41,Female,5,No,None,Yes
UOF-02845,2022-06-11,17:47:00,2022-06-11 17:47:00,30.379291,-97.740256,Hands-On,Suspicious Activity,37,White,Male,38,Male,9,Yes,Minor,Yes
UOF-04106,2022-06-11,18:16:00,2022-06-11 18:16:00,30.15224,-97.711137,Hands-On,Disturbance Call,28,Hispanic,Male,41,Male,6,No,None,Yes
UOF-03852,2022-06-11,18:51:00,2022-06-11 18:51:00,30.44371,-97.755847,Hands-On,Domestic Violence,69,White,Male,41,Male,7,No,Moderate,Yes
UOF-02625,2022-06-11,18:58:00,2022-06-11 18:58:00,30.31245,-97.777847,Hands-On,Pursuit,32,White,Male,53,Male,7,No,None,Yes
UOF-04180,2022-06-11,19:56:00,2022-06-11 19:56:00,30.269335,-97.738992,Hands-On,Domestic Violence,50,White,Male,52,Female,7,No,Moderate,Yes
UOF-01667,2022-06-11,21:40:00,2022-06-11 21:40:00,30.161651,-97.714116,Hands-On,Traffic Stop,40,Asian,Male,34,Male,3,No,Minor,Yes
UOF-03187,2022-06-12,02:39:00,2022-06-12 02:39:00,30.181757,-97.776255,Hands-On,Traffic Stop,48,Hispanic,Male,42,Male,15,No,Minor,Yes
UOF-02596,2022-06-12,10:45:00,2022-06-12 10:45:00,30.243996,-97.746958,Baton,Mental Health Crisis,38,Other,Female,49,Male,4,Yes,None,Yes
UOF-00377,2022-06-12,13:26:00,2022-06-12 13:26:00,30.278178,-97.748199,Hands-On,Pursuit,38,Hispanic,Male,40,Male,11,Yes,Minor,Yes
UOF-03105,2022-06-12,15:58:00,2022-06-12 15:58:00,30.31497,-97.652601,Taser,Disturbance Call,34,Hispanic,Female,34,Male,11,No,Moderate,No
UOF-02792,2022-06-12,19:02:00,2022-06-12 19:02:00,30.197484,-97.731028,Hands-On,Pursuit,38,Hispanic,Female,53,Male,7,Yes,Severe,Yes
UOF-00855,2022-06-12,19:16:00,2022-06-12 19:16:00,30.348635,-97.760398,Taser,Disturbance Call,32,Hispanic,Male,48,Male,5,Yes,None,Yes
UOF-04033,2022-06-13,07:59:00,2022-06-13 07:59:00,30.285453,-97.76767,Taser,Disturbance Call,28,Black,Male,39,Male,2,No,Minor,Yes
UOF-03791,2022-06-13,09:26:00,2022-06-13 09:26:00,30.239086,-97.821189,Chemical Spray,Suspicious Activity,24,Black,Male,33,Male,3,No,None,No
UOF-04695,2022-06-13,17:19:00,2022-06-13 17:19:00,30.237043,-97.73979,Chemical Spray,Warrant Service,47,Hispanic,Female,43,Male,4,No,Minor,Yes
UOF-02234,2022-06-13,21:12:00,2022-06-13 21:12:00,30.32772,-97.739597,Hands-On,Mental Health Crisis,45,Black,Male,32,Male,12,Yes,None,Yes
UOF-02669,2022-06-13,21:14:00,2022-06-13 21:14:00,30.291599,-97.728693,Chemical Spray,Domestic Violence,44,White,Male,28,Male,18,Yes,Minor,No
UOF-03446,2022-06-13,21:47:00,2022-06-13 21:47:00,30.30606,-97.818579,Hands-On,Traffic Stop,32,Hispanic,Male,37,Male,13,No,None,Yes
UOF-00333,2022-06-14,15:28:00,2022-06-14 15:28:00,30.149688,-97.724965,Hands-On,Domestic Violence,51,White,Male,34,Male,7,Yes,Minor,Yes
UOF-01603,2022-06-14,20:10:00,2022-06-14 20:10:00,30.284891,-97.629545,Hands-On,Suspicious Activity,41,White,Male,42,Male,1,No,Minor,No
UOF-04008,2022-06-15,07:31:00,2022-06-15 07:31:00,30.323157,-97.690191,Chemical Spray,Domestic Violence,49,Hispanic,Male,44,Male,7,Yes,None,No
UOF-02469,2022-06-15,10:37:00,2022-06-15 10:37:00,30.243244,-97.832278,Hands-On,Disturbance Call,24,Black,Male,38,Male,14,No,Minor,Yes
UOF-01813,2022-06-15,11:05:00,2022-06-15 11:05:00,30.177089,-97.720319,Hands-On,Domestic Violence,32,Asian,Male,43,Male,12,No,None,Yes
UOF-01723,2022-06-15,13:09:00,2022-06-15 13:09:00,30.232319,-97.827949,Baton,Suspicious Activity,35,White,Male,49,Male,8,No,None,Yes
UOF-04547,2022-06-15,17:05:00,2022-06-15 17:05:00,30.359995,-97.683769,Hands-On,Mental Health Crisis,48,White,Male,32,Female,6,No,Minor,Yes
UOF-01605,2022-06-15,19:34:00,2022-06-15 19:34:00,30.160385,-97.707769,Chemical Spray,Mental Health Crisis,25,Other,Male,26,Male,1,Yes,None,Yes
UOF-00251,2022-06-15,21:04:00,2022-06-15 21:04:00,30.270569,-97.716748,K-9,Domestic Violence,30,White,Male,47,Male,7,Yes,Moderate,Yes
UOF-04204,2022-06-16,04:43:00,2022-06-16 04:43:00,30.365612,-97.739281,Hands-On,Disturbance Call,34,Hispanic,Male,45,Male,13,No,Minor,Yes
UOF-00810,2022-06-16,08:03:00,2022-06-16 08:03:00,30.280394,-97.764564,Firearm,Suspicious Activity,48,Black,Male,36,Female,12,Yes,None,Yes
UOF-01007,2022-06-16,14:32:00,2022-06-16 14:32:00,30.214537,-97.843954,Hands-On,Traffic Stop,45,Black,Male,32,Female,12,No,None,Yes
UOF-04681,2022-06-16,19:34:00,2022-06-16 19:34:00,30.184101,-97.733049,Chemical Spray,Warrant Service,38,Black,Male,27,Female,13,Yes,None,Yes
UOF-03904,2022-06-16,20:34:00,2022-06-16 20:34:00,30.288703,-97.754537,Hands-On,Warrant Service,51,Black,Female,35,Male,8,Yes,Minor,Yes
UOF-02584,2022-06-16,21:48:00,2022-06-16 21:48:00,30.290331,-97.763702,Hands-On,Pursuit,29,Hispanic,Male,47,Male,12,No,Minor,Yes
UOF-00920,2022-06-16,23:48:00,2022-06-16 23:48:00,30.250276,-97.725435,Baton,Traffic Stop,45,Hispanic,Female,28,Male,18,No,None,No
UOF-01236,2022-06-17,07:49:00,2022-06-17 07:49:00,30.26876,-97.791417,Hands-On,Domestic Violence,50,Black,Female,31,Male,18,Yes,None,Yes
UOF-00518,2022-06-17,09:23:00,2022-06-17 09:23:00,30.300869,-97.739132,Chemical Spray,Disturbance Call,33,White,Male,39,Female,6,Yes,None,Yes
UOF-01428,2022-06-17,12:08:00,2022-06-17 12:08:00,30.332374,-97.656874,Chemical Spray,Mental Health Crisis,27,Black,Male,41,Female,17,No,None,Yes
UOF-01208,2022-06-17,16:10:00,2022-06-17 16:10:00,30.320994,-97.710521,Firearm,Pursuit,34,Black,Female,30,Female,6,Yes,Moderate,Yes
UOF-02431,2022-06-17,18:39:00,2022-06-17 18:39:00,30.265623,-97.7885,Hands-On,Suspicious Activity,34,Hispanic,Female,45,Male,12,No,None,Yes
UOF-00823,2022-06-17,20:10:00,2022-06-17 20:10:00,30.332194,-97.821675,Hands-On,Disturbance Call,28,White,Male,34,Male,14,Yes,Minor,No
UOF-01026,2022-06-18,17:52:00,2022-06-18 17:52:00,30.292588,-97.707471,Taser,Mental Health Crisis,65,White,Male,25,Male,1,Yes,Moderate,Yes
UOF-04666,2022-06-18,19:50:00,2022-06-18 19:50:00,30.280351,-97.823196,Chemical Spray,Traffic Stop,27,Black,Female,42,Male,5,No,Minor,Yes
UOF-04022,2022-06-18,21:13:00,2022-06-18 21:13:00,30.29269,-97.643931,Baton,Suspicious Activity,27,Black,Male,44,Male,1,No,None,Yes
UOF-03440,2022-06-19,00:00:00,2022-06-19 00:00:00,30.181481,-97.750967,Hands-On,Disturbance Call,29,Black,Male,32,Female,31,No,Moderate,No
UOF-04757,2022-06-19,08:24:00,2022-06-19 08:24:00,30.261091,-97.749459,Hands-On,Traffic Stop,26,Hispanic,Male,37,Female,16,No,None,Yes
UOF-01862,2022-06-19,17:39:00,2022-06-19 17:39:00,30.167643,-97.782925,Hands-On,Suspicious Activity,34,Asian,Male,38,Female,1,Yes,Moderate,Yes
UOF-03938,2022-06-19,19:12:00,2022-06-19 19:12:00,30.201664,-97.865127,Hands-On,Traffic Stop,59,Black,Male,45,Male,8,Yes,Minor,Yes
UOF-03285,2022-06-19,19:32:00,2022-06-19 19:32:00,30.30803,-97.698722,K-9,Suspicious Activity,29,Black,Male,25,Male,8,No,Minor,Yes
UOF-00977,2022-06-19,22:26:00,2022-06-19 22:26:00,30.355257,-97.648358,Hands-On,Mental Health Crisis,28,Hispanic,Male,49,Male,3,No,None,No
UOF-03596,2022-06-20,06:22:00,2022-06-20 06:22:00,30.316402,-97.686323,Firearm,Disturbance Call,51,White,Male,34,Male,9,Yes,Minor,Yes
UOF-01124,2022-06-20,17:31:00,2022-06-20 17:31:00,30.388166,-97.744798,Hands-On,Suspicious Activity,40,Asian,Male,45,Male,21,No,None,Yes
UOF-04365,2022-06-20,19:18:00,2022-06-20 19:18:00,30.323836,-97.685602,Hands-On,Domestic Violence,44,Black,Male,43,Male,11,Yes,Minor,Yes
UOF-02689,2022-06-20,20:08:00,2022-06-20 20:08:00,30.193254,-97.755032,Hands-On,Pursuit,33,Hispanic,Male,48,Male,3,Yes,None,Yes
UOF-01441,2022-06-21,06:06:00,2022-06-21 06:06:00,30.204293,-97.752825,Hands-On,Traffic Stop,23,White,Male,48,Male,13,No,None,Yes
UOF-04324,2022-06-21,08:19:00,2022-06-21 08:19:00,30.323272,-97.722813,Chemical Spray,Mental Health Crisis,39,White,Female,45,Male,20,Yes,None,Yes
UOF-02115,2022-06-21,11:45:00,2022-06-21 11:45:00,30.385531,-97.662857,Taser,Mental Health Crisis,40,Black,Male,47,Female,5,No,None,Yes
UOF-03900,2022-06-21,16:21:00,2022-06-21 16:21:00,30.362254,-97.699466,Firearm,Disturbance Call,27,Black,Male,40,Male,25,Yes,Minor,Yes
UOF-00137,2022-06-21,20:45:00,2022-06-21 20:45:00,30.205437,-97.737502,Hands-On,Domestic Violence,35,Black,Male,39,Male,6,No,Fatal,Yes
UOF-02028,2022-06-22,11:35:00,2022-06-22 11:35:00,30.207318,-97.784511,Chemical Spray,Mental Health Crisis,47,White,Male,38,Male,11,No,None,Yes
UOF-04599,2022-06-22,15:03:00,2022-06-22 15:03:00,30.349757,-97.717878,Hands-On,Disturbance Call,39,Asian,Male,46,Male,7,Yes,None,Yes
UOF-03769,2022-06-22,15:13:00,2022-06-22 15:13:00,30.250246,-97.784485,Chemical Spray,Disturbance Call,49,White,Male,29,Male,5,Yes,Minor,Yes
UOF-01188,2022-06-22,15:48:00,2022-06-22 15:48:00,30.196222,-97.720072,Hands-On,Disturbance Call,43,White,Male,43,Male,6,No,None,Yes
UOF-04730,2022-06-22,21:37:00,2022-06-22 21:37:00,30.315605,-97.806584,Hands-On,Mental Health Crisis,29,White,Male,45,Female,11,No,None,Yes
UOF-04007,2022-06-23,01:13:00,2022-06-23 01:13:00,30.286008,-97.663535,Hands-On,Traffic Stop,30,White,Male,38,Male,13,No,None,Yes
UOF-04477,2022-06-23,08:32:00,2022-06-23 08:32:00,30.370462,-97.724738,Taser,Mental Health Crisis,36,White,Female,36,Male,8,No,None,Yes
UOF-03390,2022-06-23,11:27:00,2022-06-23 11:27:00,30.340607,-97.803786,Baton,Suspicious Activity,43,Black,Male,60,Male,10,Yes,Minor,Yes
UOF-03670,2022-06-23,15:01:00,2022-06-23 15:01:00,30.207937,-97.775364,Taser,Suspicious Activity,29,White,Male,27,Male,1,No,None,Yes
UOF-01020,2022-06-23,16:54:00,2022-06-23 16:54:00,30.36876,-97.730319,Hands-On,Domestic Violence,38,White,Male,28,Male,3,No,Moderate,Yes
UOF-04050,2022-06-23,20:02:00,2022-06-23 20:02:00,30.328214,-97.642828,Hands-On,Disturbance Call,26,Hispanic,Female,32,Male,4,No,Fatal,Yes
UOF-04040,2022-06-24,07:04:00,2022-06-24 07:04:00,30.332116,-97.79928,Hands-On,Suspicious Activity,26,Hispanic,Male,34,Male,5,No,None,No
UOF-02787,2022-06-24,09:59:00,2022-06-24 09:59:00,30.195788,-97.688967,Hands-On,Traffic Stop,38,Black,Female,48,Male,8,No,None,Yes
UOF-02218,2022-06-24,13:33:00,2022-06-24 13:33:00,30.343371,-97.748627,Taser,Disturbance Call,56,Black,Female,38,Female,11,No,Severe,Yes
UOF-04159,2022-06-24,18:03:00,2022-06-24 18:03:00,30.345976,-97.79113,Taser,Pursuit,61,Asian,Male,46,Female,6,No,Severe,No
UOF-03092,2022-06-24,18:18:00,2022-06-24 18:18:00,30.382964,-97.658865,Taser,Disturbance Call,25,Hispanic,Male,52,Male,2,Yes,Moderate,No
UOF-01424,2022-06-25,07:27:00,2022-06-25 07:27:00,30.304778,-97.677506,Hands-On,Warrant Service,43,Black,Male,34,Male,4,No,Moderate,Yes
UOF-01324,2022-06-25,11:02:00,2022-06-25 11:02:00,30.24262,-97.724121,Hands-On,Traffic Stop,57,Hispanic,Male,50,Male,10,No,Minor,Yes
UOF-03990,2022-06-25,11:43:00,2022-06-25 11:43:00,30.252586,-97.814225,Hands-On,Traffic Stop,38,White,Female,37,Male,2,No,Moderate,Yes
UOF-04542,2022-06-25,17:45:00,2022-06-25 17:45:00,30.278217,-97.786277,Chemical Spray,Domestic Violence,36,Hispanic,Male,50,Male,7,Yes,None,Yes
UOF-03679,2022-06-25,19:59:00,2022-06-25 19:59:00,30.254293,-97.672024,Taser,Domestic Violence,47,Black,Male,33,Female,12,No,Moderate,Yes
UOF-02132,2022-06-26,07:27:00,2022-06-26 07:27:00,30.238729,-97.732865,Baton,Disturbance Call,59,Hispanic,Male,43,Male,13,No,Minor,Yes
UOF-01845,2022-06-26,11:13:00,2022-06-26 11:13:00,30.370276,-97.782199,Chemical Spray,Domestic Violence,35,Black,Male,35,Male,5,Yes,Minor,Yes
UOF-03418,2022-06-26,17:41:00,2022-06-26 17:41:00,30.260548,-97.821078,Baton,Disturbance Call,41,Hispanic,Male,33,Female,4,No,Minor,Yes
UOF-00158,2022-06-26,18:12:00,2022-06-26 18:12:00,30.322578,-97.618804,Hands-On,Suspicious Activity,59,White,Female,41,Male,5,Yes,Fatal,Yes
UOF-01488,2022-06-26,19:23:00,2022-06-26 19:23:00,30.279933,-97.718125,Baton,Pursuit,41,White,Male,40,Male,5,No,Minor,Yes
UOF-01896,2022-06-26,19:23:00,2022-06-26 19:23:00,30.357323,-97.670741,Hands-On,Domestic Violence,69,Hispanic,Male,38,Male,10,Yes,Fatal,Yes
UOF-03893,2022-06-26,19:26:00,2022-06-26 19:26:00,30.289183,-97.787924,Taser,Warrant Service,65,White,Male,50,Male,6,No,Minor,Yes
UOF-00063,2022-06-26,20:40:00,2022-06-26 20:40:00,30.270809,-97.807667,Taser,Disturbance Call,49,Asian,Male,29,Female,4,Yes,Minor,Yes
UOF-02709,2022-06-27,22:47:00,2022-06-27 22:47:00,30.26345,-97.756039,Hands-On,Mental Health Crisis,36,Hispanic,Female,41,Female,17,Yes,None,Yes
UOF-00024,2022-06-28,07:22:00,2022-06-28 07:22:00,30.291015,-97.732661,Firearm,Traffic Stop,43,Black,Male,42,Male,15,Yes,Moderate,Yes
UOF-03786,2022-06-28,18:32:00,2022-06-28 18:32:00,30.317418,-97.703652,Hands-On,Mental Health Crisis,31,White,Male,50,Male,8,Yes,Minor,Yes
UOF-03833,2022-06-28,22:47:00,2022-06-28 22:47:00,30.362206,-97.717505,Taser,Traffic Stop,40,White,Female,57,Male,12,No,None,Yes
UOF-04516,2022-06-29,00:38:00,2022-06-29 00:38:00,30.137631,-97.683284,Hands-On,Traffic Stop,34,Hispanic,Male,34,Male,5,No,Moderate,No
UOF-01143,2022-06-29,05:24:00,2022-06-29 05:24:00,30.295262,-97.66442,Chemical Spray,Traffic Stop,36,White,Male,39,Male,6,No,Moderate,Yes
UOF-00757,2022-06-29,06:31:00,2022-06-29 06:31:00,30.246599,-97.849314,Taser,Traffic Stop,53,Hispanic,Female,36,Male,4,Yes,Minor,Yes
UOF-04758,2022-06-29,10:48:00,2022-06-29 10:48:00,30.349731,-97.666096,Firearm,Mental Health Crisis,30,Hispanic,Female,42,Male,9,Yes,Minor,Yes
UOF-01012,2022-06-29,17:05:00,2022-06-29 17:05:00,30.347228,-97.610762,Chemical Spray,Suspicious Activity,51,Asian,Male,29,Male,19,No,None,Yes
UOF-04148,2022-06-30,03:05:00,2022-06-30 03:05:00,30.202702,-97.76689,Hands-On,Traffic Stop,54,White,Male,34,Male,3,No,None,Yes
UOF-00578,2022-06-30,11:31:00,2022-06-30 11:31:00,30.229348,-97.747598,Hands-On,Pursuit,27,Hispanic,Male,35,Male,12,No,Fatal,Yes
UOF-00960,2022-07-01,05:28:00,2022-07-01 05:28:00,30.275973,-97.72625,Hands-On,Warrant Service,49,White,Male,30,Male,19,No,None,Yes
UOF-02272,2022-07-01,11:25:00,2022-07-01 11:25:00,30.275087,-97.78876,Hands-On,Mental Health Crisis,40,Black,Female,36,Male,5,Yes,Moderate,Yes
UOF-00982,2022-07-02,08:22:00,2022-07-02 08:22:00,30.20374,-97.771629,Hands-On,Domestic Violence,49,White,Male,33,Male,5,Yes,Minor,Yes
UOF-02268,2022-07-02,22:52:00,2022-07-02 22:52:00,30.169181,-97.769698,Taser,Traffic Stop,40,White,Male,44,Male,6,Yes,Minor,Yes
UOF-04385,2022-07-03,06:20:00,2022-07-03 06:20:00,30.324465,-97.684374,Hands-On,Warrant Service,32,Hispanic,Male,45,Male,11,No,Minor,Yes
UOF-03530,2022-07-03,06:43:00,2022-07-03 06:43:00,30.234085,-97.840331,Taser,Warrant Service,57,White,Female,38,Female,6,No,None,Yes
